year,atl_county,state,inbound,outbound
2010,Fulton,New Hampshire,41,14
2010,Fulton,Alaska,10,17
2010,Fulton,Washington DC,142,235
2010,Gwinnett,Florida,2673,2577
2010,Gwinnett,California,1029,924
2010,Gwinnett,New York,1477,1116
2010,Gwinnett,Texas,749,1445
2010,Gwinnett,Illinois,436,300
2010,Gwinnett,North Carolina,663,701
2010,Gwinnett,Michigan,470,187
2010,Gwinnett,Tennessee,456,462
2010,Gwinnett,Louisiana,121,278
2010,Gwinnett,Alabama,502,683
2010,Gwinnett,Arizona,134,163
2010,Gwinnett,Maryland,390,386
2010,Gwinnett,South Carolina,538,627
2010,Gwinnett,Mississippi,76,134
2010,Gwinnett,Ohio,562,289
2010,Gwinnett,Pennsylvania,233,225
2010,Gwinnett,Minnesota,73,79
2010,Gwinnett,Indiana,132,135
2010,Gwinnett,Nevada,66,106
2010,Gwinnett,Massachusetts,173,178
2010,Gwinnett,Virginia,396,464
2010,Gwinnett,New Jersey,611,432
2010,Gwinnett,Wisconsin,88,24
2010,Gwinnett,Hawaii,42,62
2010,Gwinnett,Washington,110,158
2010,Gwinnett,Colorado,111,144
2010,Gwinnett,Connecticut,201,126
2010,Gwinnett,Oregon,19,10
2010,Gwinnett,Kentucky,106,156
2010,Gwinnett,Missouri,118,126
2010,Gwinnett,Delaware,52,17
2010,Gwinnett,Oklahoma,49,127
2010,Gwinnett,Arkansas,25,10
2010,Gwinnett,New Mexico,10,14
2010,Gwinnett,Rhode Island,51,27
2010,Gwinnett,Utah,63,89
2010,Gwinnett,Iowa,10,36
2010,Gwinnett,Alaska,10,35
2010,Gwinnett,Washington DC,25,29
2010,Gwinnett,Kansas,59,73
