year,atl_county,state,inbound,outbound
2009,Dekalb,New York,1287,1092
2009,Dekalb,Texas,701,955
2009,Dekalb,Illinois,523,410
2009,Dekalb,North Carolina,713,857
2009,Dekalb,Michigan,508,244
2009,Dekalb,Tennessee,505,448
2009,Dekalb,Louisiana,233,454
2009,Dekalb,Alabama,637,569
2009,Dekalb,Arizona,168,141
2009,Dekalb,Maryland,447,420
2009,Dekalb,South Carolina,619,602
2009,Dekalb,Mississippi,120,51
2009,Dekalb,Ohio,484,278
2009,Dekalb,Pennsylvania,361,293
2009,Dekalb,Minnesota,117,120
2009,Dekalb,Indiana,139,175
2009,Dekalb,Nevada,86,117
2009,Dekalb,Massachusetts,219,254
2009,Dekalb,Virginia,629,499
2009,Dekalb,New Jersey,502,292
2009,Dekalb,Wisconsin,116,67
2009,Dekalb,Hawaii,49,34
2009,Dekalb,Washington,116,183
2009,Dekalb,Colorado,122,199
2009,Dekalb,Connecticut,183,149
2009,Dekalb,Oregon,25,43
2009,Dekalb,Kentucky,78,116
2009,Dekalb,Missouri,153,157
2009,Dekalb,Delaware,43,36
2009,Dekalb,Oklahoma,36,82
2009,Dekalb,Arkansas,35,53
2009,Dekalb,Nebraska,42,43
2009,Dekalb,New Mexico,10,16
2009,Dekalb,Rhode Island,30,36
2009,Dekalb,Utah,20,15
2009,Dekalb,Kansas,10,36
2009,Dekalb,Maine,22,32
2009,Dekalb,Iowa,24,57
2009,Dekalb,Alaska,20,10
2009,Dekalb,Washington DC,77,133
2009,Dekalb,New Hampshire,17,10
2009,Fulton,Florida,4187,2716
2009,Fulton,California,1618,1644
2009,Fulton,New York,1684,1271
2009,Fulton,Texas,1159,1457
2009,Fulton,Illinois,975,620
2009,Fulton,North Carolina,1301,994
2009,Fulton,Michigan,792,221
2009,Fulton,Tennessee,892,800
2009,Fulton,Louisiana,277,482
2009,Fulton,Alabama,1089,784
2009,Fulton,Arizona,301,254
2009,Fulton,Maryland,723,482
2009,Fulton,South Carolina,841,811
2009,Fulton,Mississippi,157,83
2009,Fulton,Ohio,792,459
2009,Fulton,Pennsylvania,604,385
2009,Fulton,Minnesota,176,149
2009,Fulton,Indiana,248,185
2009,Fulton,Nevada,145,113
2009,Fulton,Massachusetts,369,382
2009,Fulton,Virginia,874,733
2009,Fulton,New Jersey,784,541
2009,Fulton,Wisconsin,172,83
2009,Fulton,Hawaii,71,60
2009,Fulton,Washington,274,290
2009,Fulton,Colorado,229,325
2009,Fulton,Connecticut,331,212
2009,Fulton,Oregon,42,90
2009,Fulton,Kentucky,197,134
2009,Fulton,Missouri,275,186
2009,Fulton,Delaware,59,56
2009,Fulton,Oklahoma,89,65
2009,Fulton,Arkansas,74,78
2009,Fulton,Nebraska,39,38
2009,Fulton,New Mexico,23,40
2009,Fulton,Rhode Island,33,30
2009,Fulton,Utah,55,32
2009,Fulton,Kansas,93,75
2009,Fulton,Iowa,31,74
2009,Fulton,New Hampshire,19,10
2009,Fulton,Washington DC,144,202
2009,Gwinnett,Florida,3565,2620
2009,Gwinnett,California,1213,987
2009,Gwinnett,New York,1807,1083
2009,Gwinnett,Texas,742,1416
2009,Gwinnett,Illinois,398,333
2009,Gwinnett,North Carolina,742,744
2009,Gwinnett,Michigan,518,182
2009,Gwinnett,Tennessee,507,559
2009,Gwinnett,Louisiana,131,340
2009,Gwinnett,Alabama,516,612
2009,Gwinnett,Arizona,167,156
2009,Gwinnett,Maryland,458,374
2009,Gwinnett,South Carolina,601,842
2009,Gwinnett,Mississippi,92,108
2009,Gwinnett,Ohio,374,254
2009,Gwinnett,Pennsylvania,360,292
2009,Gwinnett,Minnesota,109,106
2009,Gwinnett,Indiana,120,100
2009,Gwinnett,Nevada,147,136
2009,Gwinnett,Massachusetts,281,261
2009,Gwinnett,Virginia,538,429
2009,Gwinnett,New Jersey,838,318
2009,Gwinnett,Wisconsin,103,78
2009,Gwinnett,Hawaii,38,45
2009,Gwinnett,Washington,108,190
2009,Gwinnett,Colorado,120,192
2009,Gwinnett,Connecticut,270,157
2009,Gwinnett,Oregon,22,38
2009,Gwinnett,Kentucky,82,75
2009,Gwinnett,Missouri,149,151
2009,Gwinnett,Delaware,53,47
2009,Gwinnett,Oklahoma,50,126
2009,Gwinnett,Arkansas,29,78
2009,Gwinnett,Nebraska,25,23
2009,Gwinnett,New Mexico,26,18
2009,Gwinnett,Rhode Island,55,44
2009,Gwinnett,Utah,104,44
2009,Gwinnett,Kansas,39,10
2009,Gwinnett,Iowa,10,15
2009,Gwinnett,Alaska,10,15
2009,Gwinnett,Washington DC,26,48
2009,Gwinnett,Idaho,10,18
