year,atl_county,state,inbound,outbound
2007,Dekalb,Idaho,10,22
2007,Fulton,Florida,5062,2627
2007,Fulton,California,2178,1368
2007,Fulton,New York,2195,998
2007,Fulton,Texas,1290,1414
2007,Fulton,Illinois,1008,709
2007,Fulton,North Carolina,1304,1088
2007,Fulton,Michigan,800,218
2007,Fulton,Tennessee,795,764
2007,Fulton,Louisiana,760,920
2007,Fulton,Alabama,1177,721
2007,Fulton,Arizona,247,240
2007,Fulton,Maryland,828,248
2007,Fulton,South Carolina,811,836
2007,Fulton,Mississippi,225,121
2007,Fulton,Ohio,813,413
2007,Fulton,Pennsylvania,570,373
2007,Fulton,Minnesota,208,144
2007,Fulton,Indiana,286,146
2007,Fulton,Nevada,114,117
2007,Fulton,Massachusetts,607,357
2007,Fulton,Virginia,1088,742
2007,Fulton,New Jersey,1035,330
2007,Fulton,Wisconsin,175,62
2007,Fulton,Hawaii,39,52
2007,Fulton,Washington,188,285
2007,Fulton,Colorado,222,279
2007,Fulton,Connecticut,392,213
2007,Fulton,Oregon,81,80
2007,Fulton,Kentucky,182,121
2007,Fulton,Missouri,277,148
2007,Fulton,Delaware,86,51
2007,Fulton,Oklahoma,54,51
2007,Fulton,Arkansas,50,38
2007,Fulton,Nebraska,42,31
2007,Fulton,New Mexico,28,37
2007,Fulton,Rhode Island,51,23
2007,Fulton,Utah,83,52
2007,Fulton,Kansas,86,83
2007,Fulton,Maine,21,25
2007,Fulton,Idaho,10,19
2007,Fulton,Iowa,39,19
2007,Fulton,New Hampshire,35,20
2007,Fulton,Vermont,15,10
2007,Fulton,West Virginia,14,10
2007,Fulton,Washington DC,213,173
2007,Gwinnett,Florida,5871,2500
2007,Gwinnett,California,2070,792
2007,Gwinnett,New York,3840,757
2007,Gwinnett,Texas,1062,1206
2007,Gwinnett,Illinois,709,441
2007,Gwinnett,North Carolina,958,930
2007,Gwinnett,Michigan,549,191
2007,Gwinnett,Tennessee,534,582
2007,Gwinnett,Louisiana,377,459
2007,Gwinnett,Alabama,657,625
2007,Gwinnett,Arizona,198,233
2007,Gwinnett,Maryland,907,348
2007,Gwinnett,South Carolina,827,887
2007,Gwinnett,Mississippi,117,104
2007,Gwinnett,Ohio,471,308
2007,Gwinnett,Pennsylvania,616,156
2007,Gwinnett,Minnesota,96,65
2007,Gwinnett,Indiana,204,181
2007,Gwinnett,Nevada,127,159
2007,Gwinnett,Massachusetts,503,161
2007,Gwinnett,Virginia,850,392
2007,Gwinnett,New Jersey,1612,287
2007,Gwinnett,Wisconsin,89,29
2007,Gwinnett,Hawaii,37,24
2007,Gwinnett,Washington,212,196
2007,Gwinnett,Colorado,185,99
2007,Gwinnett,Connecticut,430,100
2007,Gwinnett,Oregon,19,45
2007,Gwinnett,Kentucky,117,109
2007,Gwinnett,Missouri,134,170
2007,Gwinnett,Delaware,41,37
2007,Gwinnett,Oklahoma,93,65
2007,Gwinnett,Arkansas,27,22
2007,Gwinnett,New Mexico,32,32
2007,Gwinnett,Rhode Island,80,17
2007,Gwinnett,Utah,79,83
2007,Gwinnett,Kansas,60,69
2007,Gwinnett,Maine,22,10
2007,Gwinnett,Iowa,49,10
2007,Gwinnett,New Hampshire,27,10
2007,Gwinnett,Alaska,39,10
2007,Gwinnett,Washington DC,45,28
2007,Gwinnett,Idaho,23,10
