year,atl_county,state,inbound,outbound
2006,Fulton,Utah,53,42
2006,Fulton,Kansas,127,46
2006,Fulton,Maine,25,24
2006,Fulton,Iowa,25,20
2006,Fulton,Alaska,16,10
2006,Fulton,New Hampshire,30,10
2006,Fulton,West Virginia,17,10
2006,Fulton,Washington DC,143,190
2006,Gwinnett,Florida,4277,2708
2006,Gwinnett,California,2424,857
2006,Gwinnett,New York,3678,599
2006,Gwinnett,Texas,1038,993
2006,Gwinnett,Illinois,725,263
2006,Gwinnett,North Carolina,888,985
2006,Gwinnett,Michigan,575,126
2006,Gwinnett,Tennessee,616,490
2006,Gwinnett,Louisiana,1917,117
2006,Gwinnett,Alabama,585,625
2006,Gwinnett,Arizona,180,209
2006,Gwinnett,Maryland,895,310
2006,Gwinnett,South Carolina,817,897
2006,Gwinnett,Mississippi,207,33
2006,Gwinnett,Ohio,557,140
2006,Gwinnett,Pennsylvania,486,196
2006,Gwinnett,Minnesota,132,89
2006,Gwinnett,Indiana,147,73
2006,Gwinnett,Nevada,124,129
2006,Gwinnett,Massachusetts,593,119
2006,Gwinnett,Virginia,881,369
2006,Gwinnett,New Jersey,1711,192
2006,Gwinnett,Wisconsin,110,25
2006,Gwinnett,Hawaii,54,35
2006,Gwinnett,Washington,142,145
2006,Gwinnett,Colorado,133,164
2006,Gwinnett,Connecticut,394,113
2006,Gwinnett,Oregon,23,10
2006,Gwinnett,Kentucky,85,93
2006,Gwinnett,Missouri,166,97
2006,Gwinnett,Delaware,69,25
2006,Gwinnett,Oklahoma,68,26
2006,Gwinnett,Arkansas,29,25
2006,Gwinnett,New Mexico,10,36
2006,Gwinnett,Rhode Island,77,23
2006,Gwinnett,Utah,96,93
2006,Gwinnett,Kansas,58,48
2006,Gwinnett,Nebraska,51,10
2006,Gwinnett,Iowa,29,10
2006,Gwinnett,New Hampshire,44,10
2006,Gwinnett,Washington DC,40,24
